date	accomp	business	education	errands	home	leisure	shop_daily	shop_other	traveling	undefined	visit	work	notAtHome	notAtHomeExceptLeisureAndEdu	notAtHomeExceptEdu	notAtHome_22
20210831	9	1	-10	11	-6	17	-6	1	5	7	-12	-14	4	-1	4	22
20210901	6	1	-10	11	-6	18	-4	-5	4	8	1	-14	4	-1	5	22
20210902	6	3	-13	11	-5	21	-6	-6	1	-1	-8	-19	3	-4	4	25
20210903	20	-10	-20	17	-8	41	-2	0	16	26	30	-25	10	-2	11	61
20210904	15	-3	-12	10	-9	25	-5	1	8	-20	39	-2	14	3	14	24
20210905	26	2	34	26	-9	23	-24	12	22	-10	30	12	21	17	21	29
20210906	6	0	-9	10	-6	22	-6	-5	-1	-1	-1	-17	3	-4	4	20
20210907	6	2	-9	13	-6	25	-6	-3	2	-2	9	-16	5	-2	6	25
20210908	11	3	-13	13	-7	25	-1	-2	5	2	-7	-16	6	-1	7	28
20210909	7	0	-8	11	-6	23	-5	-2	4	4	2	-16	5	-2	5	25
20210910	18	-9	-14	13	-7	33	-5	0	14	21	29	-22	7	-3	8	55
20210911	15	-4	-14	9	-8	22	-6	-4	5	-21	31	3	12	2	12	23
20210912	25	5	32	20	-8	21	-23	6	17	-13	56	14	18	13	18	26
20210913	4	0	-8	8	-5	19	-7	-3	1	6	-6	-15	3	-3	4	19
20210914	7	1	-5	12	-6	18	-5	-2	2	-5	3	-15	4	-2	4	19
20210915	3	-1	-10	6	-5	15	-7	-4	1	6	-8	-14	1	-4	2	25
20210916	10	5	-7	11	-6	20	-6	2	7	9	-14	-13	5	0	6	33
20210917	19	-6	-15	15	-8	37	-3	1	16	22	27	-22	9	-1	11	56
20210918	11	-3	-9	12	-9	24	-5	0	8	-24	38	1	14	4	14	24
20210919	20	3	25	17	-8	21	-25	7	17	-17	34	15	17	11	17	24
20210920	8	5	-12	-1	-4	3	-7	-2	5	48	-27	-10	-1	-2	-1	15
20210921	7	6	-14	1	-4	1	-2	4	8	73	-36	-8	0	1	1	24
20210922	11	7	-14	4	-5	4	-3	5	9	43	-30	-8	1	1	2	17
20210923	15	10	-13	7	-6	6	-1	5	10	58	-25	-10	3	3	4	24
20210924	25	-4	-21	8	-7	20	0	9	18	99	-16	-18	5	1	7	54
20210925	24	12	-5	10	-8	13	7	6	13	20	25	15	13	12	13	22
20210926	28	11	31	16	-8	12	-1	2	13	32	34	31	15	20	15	25
20210927	6	6	-15	-3	-3	3	-8	0	3	54	-35	-10	-2	-2	-1	13
20210928	11	8	-12	3	-4	3	-2	3	7	48	-17	-10	0	0	1	16
20210929	9	0	-14	-1	-4	3	-5	-2	4	54	-25	-10	-1	-2	-1	17
20210930	16	10	-14	4	-6	6	-1	9	12	70	-32	-9	3	3	4	23
20211001	26	-5	-20	8	-7	21	4	7	21	101	7	-16	7	2	8	57
20211002	19	14	-7	3	-7	10	4	0	6	9	14	5	8	6	8	18
20211003	15	10	18	5	-5	5	-10	-6	4	13	-8	32	7	10	7	20
20211004	11	5	-17	2	-4	4	-6	0	8	48	-31	-9	0	0	1	17
20211005	9	8	-15	5	-5	7	-2	2	4	39	-13	-12	1	-1	2	17
20211006	9	6	-19	4	-5	8	-4	-3	4	41	-15	-12	1	-1	2	23
20211007	20	16	-16	9	-7	14	0	5	11	58	-17	-10	6	4	7	30
20211008	30	0	-22	13	-8	26	1	8	23	85	16	-20	8	3	10	60
20211009	18	6	-8	11	-9	18	3	3	15	7	32	11	14	10	14	19
20211011	6	-3	-35	0	-3	14	-6	-1	-1	40	-24	-23	-3	-8	-1	21
20211012	2	-4	-35	-1	-2	8	-10	-8	-2	30	-26	-19	-5	-8	-3	22
20211013	8	-1	-33	0	-3	8	-7	2	5	44	-32	-18	-3	-5	-1	22
20211014	7	1	-35	0	-3	8	-6	4	7	49	-39	-18	-2	-5	-1	26
20211015	17	-12	-41	3	-4	21	-2	-2	13	80	-21	-26	0	-6	3	53
20211016	17	10	-16	4	-7	12	1	0	9	10	3	9	9	6	9	19
20211017	25	14	31	14	-8	12	-9	6	19	27	18	31	15	19	15	29
20211018	4	-2	-37	0	-2	6	-9	-5	3	58	-38	-21	-5	-7	-3	19
20211019	2	-5	-34	-4	-2	2	-7	-3	1	49	-39	-18	-6	-8	-5	18
20211020	2	-4	-34	-3	-2	6	-6	0	2	35	-33	-19	-5	-8	-3	21
20211021	-3	-9	-39	-6	-1	3	-14	-7	-3	46	-47	-21	-8	-11	-7	20
20211022	15	-15	-39	2	-3	18	-3	2	12	67	-25	-27	-2	-7	0	48
20211023	17	-5	-14	1	-6	10	-1	2	2	3	4	8	6	3	6	19
20211024	29	12	14	15	-7	10	-6	6	17	22	32	25	13	19	13	23
20211025	7	5	-14	3	-4	3	-6	-3	2	41	-20	-12	-1	-2	-1	14
20211026	7	3	-14	1	-4	8	-6	-5	1	24	-26	-8	0	-2	1	15
20211027	9	6	-14	3	-5	5	-1	3	7	48	-25	-10	1	0	2	20
20211028	13	7	-14	6	-5	6	-3	3	11	71	-32	-10	2	2	3	21
20211029	24	-3	-21	11	-7	21	1	10	22	97	-9	-19	6	2	8	51
20211030	16	4	-16	1	-6	11	1	-4	4	10	6	7	7	4	7	21
20211031	41	24	55	20	-9	13	27	10	21	52	-3	36	19	28	19	52
20211101	-14	-17	-69	-21	7	-2	-27	-20	-16	9	-59	-55	-24	-31	-22	6
20211102	5	8	-13	-3	-3	-2	-3	-2	5	39	-36	-9	-3	-2	-2	8
20211103	6	6	-15	-4	-3	-5	-6	-4	3	53	-35	-8	-4	-2	-3	8
20211104	17	14	-14	8	-6	22	-6	-6	-1	27	-2	-18	4	-2	5	18
20211105	18	-3	-19	3	-5	11	-1	1	14	71	-6	-18	1	-2	2	39
20211106	20	18	-9	2	-5	3	4	-1	2	7	7	10	4	5	4	9
20211107	12	23	6	2	-5	1	11	-4	4	17	17	33	5	10	5	12
20211108	5	5	-13	-5	-2	-2	-6	-3	2	56	-29	-10	-3	-3	-3	7
20211109	5	10	-13	-1	-4	0	-3	1	4	38	-31	-9	-1	-1	-1	8
20211110	7	4	-18	1	-3	1	-4	-2	2	41	-29	-11	-2	-2	-1	11
20211111	13	6	-18	3	-4	4	0	6	-1	46	-31	-12	-1	-1	0	19
20211112	13	-4	-23	3	-4	16	-3	3	11	41	5	-23	0	-5	2	38
20211113	7	7	-11	-5	-3	1	-3	-9	-6	-9	0	9	-1	-3	-1	6
20211114	7	20	21	5	-5	2	13	-6	6	10	16	29	5	9	5	13
20211115	4	4	-15	-4	-2	-3	-8	-3	1	44	-36	-11	-4	-4	-4	7
20211116	2	1	-15	-5	-2	-6	-8	-5	1	46	-34	-10	-6	-5	-5	5
20211117	9	7	-16	2	-4	6	-4	-3	-1	32	-10	-14	-1	-3	0	13
20211118	15	4	-14	6	-4	8	-4	1	5	59	-21	-15	1	-1	2	24
20211119	16	-7	-21	1	-4	9	-3	-1	11	82	-9	-20	-1	-4	0	39
20211120	11	13	-7	-1	-4	2	2	-4	-1	3	13	12	2	2	2	7
20211121	3	13	19	-4	-4	-2	4	-16	-3	8	-3	32	0	3	0	10
20211122	3	2	-16	-3	-2	2	-7	-6	-4	27	-22	-16	-5	-7	-4	6
20211123	0	-1	-20	-3	-1	0	-10	-8	-2	36	-27	-16	-6	-7	-5	11
20211124	6	1	-17	-7	-1	-6	-9	-3	0	55	-38	-14	-6	-6	-6	7
20211125	7	1	-18	-3	-2	-5	-3	-4	2	67	-38	-12	-5	-3	-4	11
20211126	15	-6	-23	-2	-3	3	-1	-1	9	83	-10	-21	-4	-5	-2	31
20211127	13	16	-11	0	-4	0	1	0	-3	3	5	14	1	3	1	4
20211128	3	11	15	-1	-4	-1	7	-8	1	15	-2	26	2	5	2	11
20211129	1	-2	-19	-9	0	-7	-9	-9	-3	48	-37	-14	-8	-8	-8	3
20211130	1	-2	-18	-8	-1	-6	-12	-8	-4	35	-39	-14	-8	-8	-8	0
20211201	5	-14	-39	7	-2	24	-10	1	-8	31	-28	-38	-4	-14	-2	37
20211202	7	0	-18	-5	-2	-6	-7	-2	0	56	-31	-13	-6	-5	-5	9
20211203	10	-11	-24	-3	-2	7	-6	-1	7	80	-1	-21	-4	-7	-3	33
20211204	3	8	-18	-6	-3	-3	-3	-1	-9	-4	-2	11	-3	-3	-3	1
20211205	3	0	8	-2	-4	-2	10	-11	0	16	-4	23	1	4	0	11
20211206	-1	-3	-15	-7	-1	-5	-7	-3	-2	45	-28	-13	-7	-7	-6	6
20211207	5	-2	-17	-7	-1	-6	-6	-3	-2	51	-37	-14	-7	-6	-6	5
20211208	3	-3	-16	-6	-1	-6	-6	-4	-1	53	-30	-12	-6	-6	-6	10
20211209	5	1	-18	-4	-2	-5	-7	-5	0	46	-32	-12	-6	-5	-5	10
20211210	15	-11	-22	-1	-3	7	-5	-1	7	63	-11	-20	-3	-6	-2	34
20211211	1	0	-18	-6	-3	-1	-7	-8	-8	-9	-1	10	-3	-4	-3	2
20211212	1	3	5	-6	-3	-3	8	-4	-5	3	-6	22	-2	0	-2	11
20211213	2	-5	-18	-6	-1	-5	-9	-8	-2	48	-25	-14	-7	-7	-6	9
20211214	3	-1	-14	-6	-1	-6	-9	-6	-1	39	-25	-11	-6	-5	-6	9
20211215	4	7	-16	-3	-4	-2	-6	-5	0	46	-28	-13	-4	-4	-3	10
20211216	9	-1	-14	-2	-2	-2	-4	5	3	55	-31	-14	-4	-4	-3	13
20211217	18	-9	-24	1	-3	9	-2	-1	9	66	-1	-21	-2	-5	-1	37
20211218	5	6	-13	-3	-3	0	-4	-5	-5	-8	-3	6	-1	-2	-1	4
20211219	7	4	18	0	-4	-1	-2	-16	-1	8	2	20	1	4	1	12
20211220	2	-5	-17	-3	-1	-3	-6	0	0	45	-28	-18	-6	-7	-6	8
20211221	5	-5	-20	-4	-1	-3	-8	3	3	39	-29	-18	-6	-7	-6	10
20211222	3	-4	-22	-4	-1	0	-7	-2	5	62	-31	-21	-6	-8	-5	14
20211223	14	-9	-35	-3	-1	6	-8	-4	11	83	-34	-31	-6	-10	-5	28
20211224	-5	-39	-66	-11	3	19	-17	-14	-9	25	-23	-56	-17	-29	-14	44
20211225	-17	49	-26	2	-4	-8	715	527	6	-52	163	33	4	23	4	28
20211226	7	1	16	-1	-4	3	-1	-10	11	-1	9	18	4	5	4	21
20211227	-11	-27	-57	-16	5	-1	-19	-13	-10	29	-47	-44	-20	-26	-18	13
20211228	-15	-27	-55	-16	6	-7	-19	-13	-11	38	-49	-42	-21	-25	-19	8
20211229	-9	-28	-56	-15	5	-3	-18	-9	-8	31	-50	-43	-20	-25	-18	13
20211230	-4	-26	-57	-11	4	-1	-14	-4	-4	71	-45	-45	-17	-22	-15	20
20211231	-2	-42	-67	-15	4	22	-23	-20	-17	56	-19	-57	-18	-32	-15	63
20220101	-2	95	-31	1	-6	-5	757	410	-8	-51	133	54	6	24	6	29
20220102	-1	-17	-2	-13	-1	-9	-11	-17	-5	-3	-4	11	-8	-6	-8	9
20220103	-11	-23	-44	-17	4	-8	-20	-13	-14	40	-47	-31	-18	-21	-17	3
20220104	-16	-23	-42	-17	4	-11	-17	-13	-14	10	-44	-27	-19	-21	-17	0
20220105	-11	-20	-42	-15	4	-9	-16	-13	-13	13	-49	-27	-17	-19	-16	2
20220106	-8	-19	-40	-12	3	-7	-14	-8	-8	23	-50	-26	-15	-16	-13	6
20220107	-4	-26	-44	-12	2	1	-12	-8	-7	34	-26	-32	-14	-19	-12	21
20220108	-4	-3	-28	-13	0	-9	-13	-13	-16	-22	-9	4	-10	-12	-10	-7
20220109	-6	-2	5	-12	-1	-9	-1	-17	-11	-2	-9	24	-8	-5	-8	2
20220110	-3	-8	-14	-10	0	-6	-10	-8	-7	36	-29	-14	-9	-10	-9	2
20220111	-2	-7	-14	-10	0	-9	-10	-5	-7	26	-33	-14	-10	-10	-9	0
20220112	-3	-8	-18	-9	0	-7	-12	-9	-7	18	-31	-14	-10	-10	-9	1
20220113	2	-8	-15	-7	-1	-5	-9	-5	-3	40	-29	-14	-7	-8	-7	7
20220114	4	-17	-23	-7	-1	5	-7	-10	1	53	-13	-22	-7	-11	-6	25
20220115	0	-5	-23	-10	-1	-6	-10	-13	-13	-17	-4	7	-8	-9	-7	-5
20220116	-3	-4	4	-9	-2	-7	-2	-8	-10	-2	-9	16	-6	-5	-6	4
20220117	-7	-10	-17	-12	1	-7	-14	-11	-9	24	-29	-16	-11	-12	-10	0
20220118	-4	-10	-19	-9	0	-6	-12	-8	-7	23	-29	-15	-9	-10	-9	2
20220119	-3	-11	-19	-11	1	-7	-13	-11	-8	35	-39	-16	-10	-11	-10	1
20220120	-5	-9	-19	-10	0	-6	-12	-8	-6	41	-25	-16	-10	-11	-9	3
20220121	3	-19	-24	-9	0	5	-7	-6	-2	35	-7	-24	-8	-13	-7	24
20220122	-3	2	-25	-13	-1	-6	-12	-14	-15	-20	-11	5	-9	-11	-9	-4
20220123	-4	-2	1	-9	-2	-7	-1	-5	-9	-4	-4	19	-6	-4	-6	3
20220124	-10	-8	-22	-10	1	-6	-13	-12	-8	25	-38	-18	-11	-12	-10	2
20220125	-6	-10	-22	-11	1	-7	-12	-7	-8	29	-36	-18	-11	-12	-10	0
20220126	-10	-9	-19	-13	1	-8	-13	-12	-8	25	-37	-16	-11	-12	-11	0
20220127	-6	-11	-21	-11	1	-7	-14	-12	-8	34	-36	-16	-11	-12	-10	3
20220128	7	-14	-31	-5	-1	8	-6	-9	2	47	-7	-26	-7	-11	-5	25
20220129	1	-5	-17	-11	-1	-6	-9	-11	-13	-16	-7	9	-7	-8	-7	-4
20220130	5	0	7	-1	-3	-4	6	-7	-3	6	7	18	-2	2	-2	6
20220131	-7	-11	-25	-14	2	-8	-15	-15	-11	26	-36	-18	-13	-14	-12	0
20220201	-8	-12	-20	-11	1	-8	-14	-11	-8	42	-41	-14	-11	-11	-10	0
20220202	-2	-7	-21	-8	0	-5	-11	-12	-5	38	-30	-15	-9	-9	-8	4
20220203	-3	-8	-18	-9	0	-5	-10	-7	-5	33	-33	-14	-8	-9	-8	5
20220204	5	-16	-23	-6	-1	5	-9	-9	1	45	-2	-22	-7	-11	-6	25
20220205	5	6	-10	-4	-3	-3	-6	-7	-7	-13	5	10	-3	-3	-3	-1
20220206	-13	-13	-2	-14	-1	-10	-1	-13	-17	-7	-16	17	-10	-10	-10	2
20220207	-3	-8	-17	-10	0	-6	-14	-9	-7	27	-30	-15	-9	-10	-9	2
20220208	-2	-7	-18	-9	0	-6	-10	-8	-6	25	-40	-14	-9	-9	-8	3
20220209	-2	-6	-16	-9	-1	-5	-8	-11	-4	33	-32	-12	-8	-8	-7	5
20220210	-1	-4	-18	-8	-1	-3	-11	-7	-4	34	-37	-15	-7	-8	-7	8
20220211	11	-11	-24	-4	-2	10	-8	-5	4	50	-5	-22	-4	-8	-3	32
20220212	4	5	-22	-3	-3	-1	-6	-4	-4	-7	-1	7	-2	-2	-1	0
20220213	6	13	4	3	-5	1	5	-3	4	16	2	20	4	8	4	12
20220214	1	-3	-14	-7	-1	-2	-13	-8	-4	51	-36	-14	-7	-8	-6	7
20220215	-1	-5	-17	-10	0	-7	-11	-5	-5	31	-26	-15	-9	-9	-9	2
20220216	-2	-4	-16	-6	-1	2	-9	-11	-9	18	-21	-16	-6	-10	-6	6
20220217	-16	-24	-44	-18	4	-5	-23	-16	-19	31	-45	-31	-19	-23	-17	6
20220218	-1	-17	-22	-8	-1	5	-7	-9	-3	39	-8	-23	-8	-12	-7	21
20220219	2	1	-16	-6	-2	-3	-7	-6	-9	-6	4	3	-4	-5	-4	-2
20220220	-6	-4	5	-9	-2	-7	-2	-16	-13	4	-12	16	-6	-5	-6	6
20220221	-5	-8	-15	-11	0	-6	-13	-8	-8	45	-26	-15	-10	-11	-9	2
20220222	-2	-3	-12	-7	-1	-5	-9	-8	-3	33	-31	-13	-7	-7	-7	3
20220223	5	-4	-15	-1	-3	-1	-6	0	3	48	-30	-12	-4	-4	-3	9
20220224	4	-3	-24	-4	-1	0	-7	-6	-1	50	-36	-21	-7	-8	-6	16
20220225	1	-20	-44	-9	0	10	-14	-7	1	27	-18	-32	-10	-16	-8	31
20220226	10	11	-18	0	-4	3	-6	-3	-4	-4	8	10	1	0	2	9
20220227	21	22	33	10	-7	8	13	7	13	32	25	22	11	17	11	24
20220228	-4	-20	-51	-7	3	-2	-14	-3	-8	61	-32	-38	-15	-19	-13	11
20220301	-4	-8	-32	-10	1	-2	-14	-11	-7	26	-37	-22	-11	-13	-9	5
20220302	1	-5	-16	-4	-1	-3	-10	-5	-2	39	-24	-16	-7	-8	-6	8
20220303	1	-5	-13	-4	-2	-1	-7	-3	0	39	-31	-16	-5	-7	-5	5
20220304	7	-14	-20	-2	-2	10	-6	-2	5	41	18	-23	-4	-9	-3	26
20220305	0	3	-13	-2	-3	0	-6	-4	-4	-7	4	5	-1	-2	-1	-2
20220306	3	1	14	0	-4	0	2	-11	2	8	13	16	2	4	1	7
20220307	-1	-7	-14	-5	-1	-1	-12	-8	-6	24	-27	-17	-7	-10	-7	3
20220308	-3	-5	-17	-8	0	-3	-10	-4	-4	33	-22	-17	-8	-9	-8	4
20220309	1	-9	-15	-4	-1	-1	-10	-5	-3	29	-15	-16	-6	-8	-6	6
20220310	4	-7	-15	-2	-2	1	-9	-2	0	47	-23	-15	-5	-6	-4	10
20220311	12	-14	-21	0	-3	10	-4	-1	6	59	-3	-23	-3	-7	-2	31
20220312	8	7	-9	0	-4	2	-3	-4	-4	-5	2	8	0	-1	0	3
20220313	13	11	22	9	-6	5	8	1	7	17	17	22	8	12	8	12
20220314	2	-4	-17	-7	-1	-1	-10	-7	-4	36	-29	-16	-7	-8	-6	6
20220315	-2	-6	-15	-7	-1	-3	-11	-8	-5	25	-23	-14	-7	-9	-7	4
20220316	2	-3	-13	-3	-2	-1	-8	-10	-2	38	-28	-14	-5	-6	-5	8
20220317	2	-4	-15	-4	-2	-1	-8	-5	-2	29	-28	-13	-5	-6	-5	10
20220318	15	-11	-20	3	-4	13	-3	2	10	75	4	-21	0	-5	1	36
20220319	9	8	-15	5	-5	5	-1	1	1	6	18	7	4	4	4	6
20220320	8	14	16	4	-5	5	9	4	6	16	17	22	7	9	7	16
20220321	6	-1	-13	-2	-2	0	-7	-5	0	51	-11	-15	-4	-5	-4	8
20220322	7	2	-12	0	-3	0	-5	-4	2	35	-30	-12	-3	-3	-2	8
20220323	3	0	-10	1	-3	2	-6	0	3	52	-20	-12	-2	-3	-1	10
20220324	7	4	-13	0	-3	2	-5	-2	4	49	-17	-12	-2	-3	-1	12
20220325	19	-4	-19	5	-5	16	2	2	14	81	29	-21	2	-2	4	42
20220326	-17	-12	-28	-11	-1	-8	-19	-18	-15	-36	5	-19	-12	-17	-12	-23
20220327	25	25	25	18	-8	15	-10	6	16	30	27	26	17	20	17	28
20220328	6	-1	-14	5	-4	10	-5	1	2	53	-23	-16	0	-4	1	19
20220329	6	-2	-14	2	-4	7	-7	-2	2	48	-30	-14	-1	-4	-1	17
20220330	9	2	-16	5	-5	9	-5	-2	4	58	-19	-13	1	-2	2	22
20220331	6	1	-15	5	-5	12	-8	-3	3	51	-19	-16	1	-3	2	23
20220401	17	-8	-21	8	-6	23	-4	0	9	63	20	-22	3	-4	5	48
20220402	8	-6	-13	-3	-5	7	-6	-7	-6	-4	8	7	2	-3	2	13
20220403	17	4	23	10	-6	10	-10	10	7	14	4	23	10	11	10	24
20220404	2	-1	-14	2	-3	7	-7	-6	-1	36	-24	-14	-2	-5	-1	17
20220405	10	-1	-15	1	-4	7	-7	-1	1	54	-23	-13	-1	-3	0	20
20220406	10	2	-13	4	-5	11	-5	-4	2	52	-21	-12	1	-2	2	26
20220407	12	3	-13	3	-5	10	-7	-2	4	54	-22	-12	1	-2	2	28
20220408	19	-8	-23	10	-7	29	-5	0	13	70	26	-21	6	-2	7	49
20220409	13	-18	-28	6	-13	56	-17	-15	-7	-41	58	-14	25	-7	25	43
20220410	13	3	26	15	-8	25	-18	-1	8	-14	28	14	19	8	18	34
20220411	8	-4	-36	6	-4	16	-6	0	4	55	-24	-23	-1	-6	1	25
20220412	12	0	-33	7	-5	12	-3	9	9	74	-31	-18	1	-2	2	30
20220413	11	2	-34	7	-5	14	-3	4	11	80	-35	-20	1	-2	3	33
20220414	23	2	-38	13	-7	22	-3	9	21	111	-39	-24	5	1	8	55
20220415	53	405	294	56	-10	-13	476	325	33	-69	41	232	22	77	21	56
20220416	20	-2	-21	6	-8	17	-2	3	10	24	18	1	12	7	12	25
20220417	52	19	55	33	-12	26	6	18	36	52	29	18	30	35	30	60
20220418	34	1	26	22	-9	19	-4	22	27	37	14	17	21	25	21	39
20220419	12	-1	-37	7	-4	16	-4	2	7	66	-36	-23	0	-4	2	32
20220420	16	0	-34	10	-5	16	-4	6	10	83	-21	-21	2	-1	4	36
20220421	14	2	-36	7	-4	15	-6	1	8	42	-24	-22	0	-4	2	34
20220422	18	-15	-40	11	-6	27	-4	3	13	72	-17	-28	3	-5	5	61
20220423	21	4	-6	8	-9	19	1	2	7	13	15	6	13	7	13	30
20220424	28	17	31	16	-8	15	-10	10	15	25	14	26	16	19	16	34
20220425	7	4	-14	7	-5	13	-8	-4	3	28	-19	-14	2	-2	2	23
20220426	14	8	-14	6	-6	12	-5	-2	6	57	-10	-11	3	1	4	24
20220427	19	10	-11	11	-7	17	-1	3	11	51	-21	-11	7	3	8	33
20220428	26	11	-17	16	-8	18	1	7	16	85	-17	-13	8	6	10	38
20220429	28	-2	-21	15	-9	31	3	11	21	69	6	-19	10	3	11	62
20220430	23	6	-6	7	-9	20	3	1	9	22	28	7	14	9	15	33
20220501	28	18	35	17	-8	17	-10	0	14	15	12	30	17	18	17	32
20220502	21	8	-17	11	-7	15	-2	2	13	76	-12	-13	5	3	7	29
20220503	19	10	-13	13	-7	16	1	7	13	52	-25	-11	7	4	8	30
20220504	24	10	-13	11	-8	17	2	9	14	63	-23	-9	8	5	9	33
20220505	21	14	-10	15	-8	17	1	6	15	64	-17	-10	9	6	10	35
20220506	31	-1	-16	19	-10	33	5	12	25	95	22	-18	12	6	14	70
20220507	20	15	-8	12	-10	21	5	9	12	19	31	8	17	12	17	31
20220508	46	29	46	36	-12	27	5	15	38	43	18	20	30	35	30	41
20220509	20	10	-11	12	-7	17	-1	4	12	74	-10	-12	7	4	8	32
20220510	23	10	-10	13	-8	16	0	6	14	75	-4	-9	8	6	9	32
20220511	27	16	-10	15	-9	18	3	5	18	72	-15	-9	10	8	11	39
20220512	28	16	-12	14	-9	17	-1	9	19	82	-23	-9	10	8	11	39
20220513	36	5	-18	20	-11	34	4	12	29	112	14	-18	14	7	16	74
20220514	31	20	-10	19	-12	25	7	11	20	26	29	9	21	17	21	39
20220515	42	20	47	34	-11	26	-1	27	31	39	26	23	28	32	28	45
20220516	14	9	-15	9	-6	16	-6	-2	9	62	-14	-13	5	1	6	30
20220517	22	15	-12	12	-8	17	-1	4	15	86	-18	-9	9	6	10	38
20220518	25	16	-15	17	-9	19	3	10	19	88	-14	-9	11	9	12	44
20220519	18	15	-10	14	-8	19	0	2	13	58	-19	-12	8	5	9	36
20220520	24	-5	-27	14	-8	32	-3	2	18	78	6	-25	7	-1	9	61
20220521	31	14	-4	14	-11	24	6	7	17	30	32	5	19	15	19	39
20220522	41	16	46	27	-11	25	-1	14	29	45	40	21	27	30	27	43
20220523	11	11	-15	8	-6	15	-5	-3	8	60	-23	-13	4	1	5	26
20220524	20	13	-13	13	-8	16	0	9	14	79	-16	-10	8	6	9	32
20220525	41	20	-17	22	-12	29	1	11	30	139	-16	-12	16	12	17	68
20220526	67	561	325	75	-11	-15	509	346	36	-63	-8	261	28	96	26	57
20220527	22	-15	-45	13	-6	30	0	8	18	105	-4	-35	3	-5	6	66
20220528	22	7	-12	12	-10	21	6	5	14	25	27	7	16	12	17	33
20220529	18	4	26	11	-7	15	-11	1	13	10	1	23	14	13	14	33
20220530	16	7	-14	9	-6	16	-2	2	11	71	-15	-13	5	2	6	29
20220531	21	12	-11	13	-8	16	-1	7	14	80	-11	-10	8	5	9	31
20220601	25	16	-14	15	-9	19	1	8	19	79	-24	-9	10	8	11	36
20220602	28	20	-11	20	-10	21	4	8	24	90	-11	-10	12	10	14	44
20220603	39	2	-20	24	-11	38	3	15	35	115	20	-20	15	8	17	76
20220604	28	18	-7	18	-12	27	4	8	23	33	35	3	22	17	22	43
20220605	40	11	44	15	-9	17	-4	-2	19	33	2	25	19	22	19	56
20220606	49	475	275	61	-8	-22	459	324	24	-65	8	237	17	79	16	39
20220607	18	16	-16	11	-7	16	-1	6	14	73	-16	-14	6	4	8	31
20220608	17	14	-19	5	-6	7	-2	3	11	80	-26	-10	3	3	4	28
20220609	20	7	-20	5	-6	9	-4	4	13	95	-36	-12	3	2	4	33
20220610	35	-1	-25	14	-9	25	4	11	24	133	-5	-20	9	4	11	70
20220611	32	20	-2	12	-10	18	8	10	16	42	20	12	17	16	17	38
20220612	50	28	53	32	-12	21	12	29	35	87	14	30	29	41	28	47
20220613	21	10	-22	5	-6	8	-2	4	12	99	-24	-13	3	2	4	31
20220614	25	15	-19	8	-7	9	1	11	16	119	-28	-10	5	6	7	35
20220615	44	15	-23	15	-9	20	1	13	26	172	-33	-13	11	10	13	69
20220616	8	-22	-66	-3	1	14	-14	0	7	65	-51	-51	-12	-20	-9	45
20220617	33	-8	-37	12	-7	24	4	14	21	152	-12	-29	5	0	7	72
20220618	34	25	5	14	-11	21	6	7	11	37	26	9	18	15	18	39
20220619	37	16	51	20	-10	17	1	6	21	70	8	34	22	30	22	46
20220620	19	8	-26	4	-5	7	-4	4	12	109	-28	-16	1	1	3	29
20220621	23	13	-22	6	-6	9	1	10	16	111	-28	-11	4	4	6	34
20220622	25	16	-22	10	-7	11	2	9	19	117	-26	-11	6	7	8	41
20220623	24	14	-25	9	-7	10	0	12	17	120	-32	-13	5	5	6	44
20220624	25	-3	-33	9	-6	21	0	4	23	133	-12	-26	4	0	6	66
20220625	32	19	-7	9	-10	18	8	6	18	38	13	9	16	15	16	38
20220626	29	13	43	13	-9	12	-1	5	22	60	8	34	17	25	17	43
20220627	20	6	-36	3	-5	11	-7	2	14	138	-37	-20	1	-1	3	42
20220628	20	14	-34	9	-6	11	-1	9	16	125	-30	-16	4	3	6	42
20220629	22	7	-34	4	-6	11	-1	9	15	110	-36	-16	2	1	4	42
20220630	18	10	-34	8	-6	16	-4	5	13	81	-36	-19	3	0	5	35
20220701	34	-5	-40	15	-8	34	1	12	22	116	-7	-27	8	1	11	79
20220702	37	22	-18	12	-11	24	6	6	17	35	22	9	20	15	20	47
20220703	53	17	52	32	-13	26	4	28	37	99	17	32	32	43	32	62
20220704	21	10	-38	8	-6	21	-5	3	12	75	-31	-20	4	0	6	42
20220705	22	9	-33	9	-7	19	-3	4	14	91	-24	-18	5	1	7	46
20220706	22	13	-36	9	-7	21	-6	1	14	85	-37	-18	5	1	8	43
20220707	19	7	-38	8	-6	19	-7	-3	13	92	-37	-22	3	-1	5	45
20220708	26	-7	-43	9	-7	25	-2	8	22	113	-2	-26	4	-1	7	69
20220709	29	11	-10	6	-9	16	2	-1	15	27	9	6	13	10	13	31
20220710	33	14	40	13	-9	12	-5	5	24	55	-5	34	17	25	17	41
20220711	15	3	-37	3	-4	10	-10	2	9	92	-43	-21	-1	-3	1	33
20220712	19	6	-36	4	-5	11	-4	6	12	97	-44	-15	2	0	4	38
20220713	16	6	-37	4	-5	12	-6	6	12	109	-42	-18	1	-1	3	40
20220714	23	6	-36	5	-6	13	-5	6	15	107	-39	-18	2	0	4	44
20220715	27	-4	-43	10	-7	27	0	6	25	100	-10	-27	5	-1	8	70
20220716	30	17	-9	7	-10	19	2	3	19	36	11	7	16	12	16	38
